GeoFips,GeoName,2018
17135,"Montgomery, IL",1324737.00
17137,"Morgan, IL",1445898.00
17139,"Moultrie, IL",692823.00
17141,"Ogle, IL",2721329.00
17143,"Peoria, IL",12040364.00
17145,"Perry, IL",712065.00
17147,"Piatt, IL",477520.00
17149,"Pike, IL",623777.00
17151,"Pope, IL",96338.00
17153,"Pulaski, IL",236180.00
17155,"Putnam, IL",338034.00
17157,"Randolph, IL",1470109.00
17159,"Richland, IL",962210.00
17161,"Rock Island, IL",10496180.00
17163,"St. Clair, IL",10679494.00
17165,"Saline, IL",849787.00
17167,"Sangamon, IL",10570791.00
17169,"Schuyler, IL",285717.00
17171,"Scott, IL",189956.00
17173,"Shelby, IL",810282.00
17175,"Stark, IL",227465.00
17177,"Stephenson, IL",1923456.00
17179,"Tazewell, IL",8206096.00
17181,"Union, IL",448465.00
17183,"Vermilion, IL",3285723.00
17185,"Wabash, IL",376181.00
17187,"Warren, IL",750948.00
17189,"Washington, IL",1013500.00
17191,"Wayne, IL",648342.00
17193,"White, IL",573158.00
17195,"Whiteside, IL",2090471.00
17197,"Will, IL",28209374.00
17199,"Williamson, IL",2796011.00
17201,"Winnebago, IL",13080810.00
17203,"Woodford, IL",1155062.00
18001,"Adams, IN",1416976.00
18003,"Allen, IN",19716158.00
18005,"Bartholomew, IN",6363058.00
18007,"Benton, IN",421798.00
18009,"Blackford, IN",292995.00
18011,"Boone, IN",4528949.00
18013,"Brown, IN",241987.00
18015,"Carroll, IN",661601.00
18017,"Cass, IN",1258237.00
18019,"Clark, IN",4380616.00
18021,"Clay, IN",640668.00
18023,"Clinton, IN",1100849.00
18025,"Crawford, IN",188897.00
18027,"Daviess, IN",1159916.00
18029,"Dearborn, IN",1510907.00
18031,"Decatur, IN",1431726.00
18033,"DeKalb, IN",2466948.00
18035,"Delaware, IN",3872532.00
18037,"Dubois, IN",2615764.00
18039,"Elkhart, IN",12038611.00
18041,"Fayette, IN",583073.00
18043,"Floyd, IN",2600472.00
18045,"Fountain, IN",536769.00
18047,"Franklin, IN",495074.00
18049,"Fulton, IN",626150.00
18051,"Gibson, IN",2902220.00
18053,"Grant, IN",4276362.00
18055,"Greene, IN",623538.00
18057,"Hamilton, IN",16176217.00
18059,"Hancock, IN",2180514.00
18061,"Harrison, IN",893313.00
18063,"Hendricks, IN",6030852.00
18065,"Henry, IN",1134531.00
18067,"Howard, IN",5253267.00
18069,"Huntington, IN",1296402.00
18071,"Jackson, IN",2495376.00
18073,"Jasper, IN",1311535.00
18075,"Jay, IN",958240.00
18077,"Jefferson, IN",1373639.00
18079,"Jennings, IN",662272.00
18081,"Johnson, IN",4534695.00
18083,"Knox, IN",1860452.00
18085,"Kosciusko, IN",4549226.00
18087,"Lagrange, IN",1490183.00
18089,"Lake, IN",22602046.00
18091,"LaPorte, IN",3940402.00
18093,"Lawrence, IN",1363235.00
18095,"Madison, IN",3494610.00
18097,"Marion, IN",82996653.00
18099,"Marshall, IN",1587315.00
18101,"Martin, IN",1027957.00
18103,"Miami, IN",824484.00
18105,"Monroe, IN",6080616.00
18107,"Montgomery, IN",1586433.00
18109,"Morgan, IN",1550375.00
18111,"Newton, IN",349433.00
18113,"Noble, IN",1712402.00
18115,"Ohio, IN",103660.00
18117,"Orange, IN",604918.00
18119,"Owen, IN",465645.00
18121,"Parke, IN",310227.00
18123,"Perry, IN",696505.00
18125,"Pike, IN",690529.00
18127,"Porter, IN",6370405.00
18129,"Posey, IN",1524491.00
